"CurSim","missingprop_autocor","parameters","param_value","param_se","missingness","type","run_no"
4,"y","ar1",0.775360233909814,0.0424284971833748,"MAR","dropNA_simple",4
4,"y","intercept",1.99392053210494,0.272632690250681,"MAR","dropNA_simple",4
4,"y","xreg1",0.00627513977839715,0.000706505259503746,"MAR","dropNA_simple",4
4,"y","xreg2",-0.131362749021548,0.0248946735402076,"MAR","dropNA_simple",4
4,"y","sigma",0.359101727124141,NA,"MAR","dropNA_simple",4
4,"propMissAct_0.06_autoCorr_0.26","ar1",0.768907217511686,0.0450336319425448,"MAR","dropNA_simple",4
4,"propMissAct_0.06_autoCorr_0.26","intercept",1.93360633294612,0.270890793804675,"MAR","dropNA_simple",4
4,"propMissAct_0.06_autoCorr_0.26","xreg1",0.00653621292957041,0.000760233603914204,"MAR","dropNA_simple",4
4,"propMissAct_0.06_autoCorr_0.26","xreg2",-0.125808450910935,0.0242234050702737,"MAR","dropNA_simple",4
4,"propMissAct_0.06_autoCorr_0.26","sigma",0.364080637069663,NA,"MAR","dropNA_simple",4
4,"propMissAct_0.08_autoCorr_0.4","ar1",0.77852949025149,0.0445052319147116,"MAR","dropNA_simple",4
4,"propMissAct_0.08_autoCorr_0.4","intercept",1.81701022517726,0.285600865212231,"MAR","dropNA_simple",4
4,"propMissAct_0.08_autoCorr_0.4","xreg1",0.00657799370612619,0.000751461495706226,"MAR","dropNA_simple",4
4,"propMissAct_0.08_autoCorr_0.4","xreg2",-0.115470843854864,0.0261449905051192,"MAR","dropNA_simple",4
4,"propMissAct_0.08_autoCorr_0.4","sigma",0.364175836738352,NA,"MAR","dropNA_simple",4
4,"propMissAct_0.13_autoCorr_0.29","ar1",0.799616281768376,0.0427140875767165,"MAR","dropNA_simple",4
4,"propMissAct_0.13_autoCorr_0.29","intercept",1.82660109718721,0.289096653850338,"MAR","dropNA_simple",4
4,"propMissAct_0.13_autoCorr_0.29","xreg1",0.00607851280519747,0.000761974569301705,"MAR","dropNA_simple",4
4,"propMissAct_0.13_autoCorr_0.29","xreg2",-0.108093624919102,0.0246121910779238,"MAR","dropNA_simple",4
4,"propMissAct_0.13_autoCorr_0.29","sigma",0.368190828753919,NA,"MAR","dropNA_simple",4
4,"propMissAct_0.23_autoCorr_0.26","ar1",0.742724093555639,0.0540565900563224,"MAR","dropNA_simple",4
4,"propMissAct_0.23_autoCorr_0.26","intercept",1.91328983928332,0.279696231478506,"MAR","dropNA_simple",4
4,"propMissAct_0.23_autoCorr_0.26","xreg1",0.00677951257286484,0.00084240554747352,"MAR","dropNA_simple",4
4,"propMissAct_0.23_autoCorr_0.26","xreg2",-0.12944876613477,0.0252048755832381,"MAR","dropNA_simple",4
4,"propMissAct_0.23_autoCorr_0.26","sigma",0.370660307104646,NA,"MAR","dropNA_simple",4
4,"propMissAct_0.22_autoCorr_0.18","ar1",0.703916490890597,0.0554055081523597,"MAR","dropNA_simple",4
4,"propMissAct_0.22_autoCorr_0.18","intercept",1.90294681942442,0.265356326174348,"MAR","dropNA_simple",4
4,"propMissAct_0.22_autoCorr_0.18","xreg1",0.0072596893254704,0.000846100862564979,"MAR","dropNA_simple",4
4,"propMissAct_0.22_autoCorr_0.18","xreg2",-0.146671001023041,0.024746551554816,"MAR","dropNA_simple",4
4,"propMissAct_0.22_autoCorr_0.18","sigma",0.383307709260216,NA,"MAR","dropNA_simple",4
4,"propMissAct_0.34_autoCorr_0.31","ar1",0.821566536191321,0.0421761571856854,"MAR","dropNA_simple",4
4,"propMissAct_0.34_autoCorr_0.31","intercept",1.96492395454784,0.316804416237372,"MAR","dropNA_simple",4
4,"propMissAct_0.34_autoCorr_0.31","xreg1",0.00561726748093868,0.000745704694631178,"MAR","dropNA_simple",4
4,"propMissAct_0.34_autoCorr_0.31","xreg2",-0.115531963007259,0.023540024880837,"MAR","dropNA_simple",4
4,"propMissAct_0.34_autoCorr_0.31","sigma",0.333219485620826,NA,"MAR","dropNA_simple",4
4,"propMissAct_0.34_autoCorr_0.34","ar1",0.805815757211217,0.0464362660365545,"MAR","dropNA_simple",4
4,"propMissAct_0.34_autoCorr_0.34","intercept",1.77382631664007,0.317522849531619,"MAR","dropNA_simple",4
4,"propMissAct_0.34_autoCorr_0.34","xreg1",0.0056565073720497,0.00082876909901563,"MAR","dropNA_simple",4
4,"propMissAct_0.34_autoCorr_0.34","xreg2",-0.0933400240146378,0.0244275340224218,"MAR","dropNA_simple",4
